$size
64,64,64,10
$0
17.9976,9.67053,26.1437
20.8242,4.53207,25.9651
20.9439,28.2973,26.2646
20.9904,57.3488,23.6943
20.6832,61.5704,25.7791
23.228,56.3666,27.8197
25.2224,2.12784,22.1521
25.3376,58.6332,22.1139
27.1478,33.8011,19.0053
28.6312,31.7378,20.8488
$1
17.9951,9.31725,26.1268
20.8139,4.16881,25.9805
20.9426,27.9735,26.2511
20.9882,56.9547,23.6673
20.6984,61.2053,25.7535
23.2017,55.9761,27.82
25.1964,1.78609,22.1633
25.3387,58.2501,22.086
27.1571,33.4595,19.0174
28.6066,31.343,20.8232
$2
17.9926,8.96397,26.1099
20.8036,3.80554,25.9958
20.9413,27.6498,26.2376
20.9861,56.5606,23.6403
20.7136,60.8401,25.7278
23.1753,55.5856,27.8203
25.1704,1.44434,22.1745
25.3399,57.867,22.058
27.1663,33.1179,19.0294
28.5821,30.9482,20.7976
$3
17.9902,8.6107,26.0931
20.7933,3.44228,26.0112
20.9399,27.326,26.2241
20.984,56.1665,23.6133
20.7288,60.475,25.7022
23.1489,55.1952,27.8205
25.1445,1.10259,22.1857
25.3411,57.4839,22.0301
27.1755,32.7763,19.0415
28.5575,30.5535,20.7721
$4
17.9877,8.25742,26.0762
20.783,3.07902,26.0266
20.9386,27.0022,26.2106
20.9818,55.7724,23.5863
20.744,60.1098,25.6765
23.1226,54.8047,27.8208
25.1185,0.760846,22.1969
25.3422,57.1008,22.0022
27.1848,32.4347,19.0536
28.533,30.1587,20.7465
$5
17.9852,7.90414,26.0594
20.7727,2.71575,26.042
20.9373,26.6784,26.1971
20.9797,55.3783,23.5593
20.7592,59.7447,25.6509
23.0962,54.4142,27.8211
25.0925,0.419098,22.2081
25.3434,56.7177,21.9743
27.194,32.0931,19.0657
28.5084,29.7639,20.7209
$6
17.9827,7.55087,26.0425
20.7624,2.35249,26.0574
20.9359,26.3546,26.1836
20.9776,54.9842,23.5323
20.7744,59.3795,25.6253
23.0698,54.0238,27.8213
25.0665,0.0773489,22.2193
25.3446,56.3346,21.9463
27.2033,31.7515,19.0777
28.4838,29.3691,20.6953
$7
17.9802,7.19759,26.0256
20.752,1.98922,26.0728
20.9346,26.0309,26.1701
20.9754,54.5901,23.5053
20.7896,59.0144,25.5996
23.0435,53.6333,27.8216
25.0665,0.0773489,22.2193
25.3457,55.9515,21.9184
27.2125,31.4099,19.0898
28.4593,28.9744,20.6698
$8
17.9778,6.84431,26.0088
20.7417,1.62596,26.0881
20.9333,25.7071,26.1566
20.9733,54.196,23.4783
20.8048,58.6492,25.574
23.0171,53.2428,27.8219
25.0665,0.0773489,22.2193
25.3469,55.5684,21.8905
27.2217,31.0683,19.1019
28.4347,28.5796,20.6442
$9
17.9753,6.49104,25.9919
20.7314,1.2627,26.1035
20.9319,25.3833,26.1431
20.9712,53.8019,23.4513
20.82,58.2841,25.5483
22.9907,52.8524,27.8222
25.0665,0.0773489,22.2193
25.3481,55.1853,21.8626
27.231,30.7267,19.1139
28.4102,28.1848,20.6186
$10
17.9728,6.13776,25.975
20.7211,0.899432,26.1189
20.9306,25.0595,26.1296
20.969,53.4078,23.4243
20.8352,57.9189,25.5227
22.9644,52.4619,27.8224
25.0665,0.0773489,22.2193
25.3492,54.8022,21.8346
27.2402,30.3851,19.126
28.3856,27.79,20.593
$11
17.9703,5.78448,25.9582
20.7108,0.536168,26.1343
20.9292,24.7358,26.1161
20.9669,53.0137,23.3973
20.8504,57.5538,25.4971
22.938,52.0715,27.8227
25.0665,0.0773489,22.2193
25.3504,54.4191,21.8067
27.2494,30.0435,19.1381
28.3611,27.3952,20.5675
$12
17.9678,5.43121,25.9413
20.7005,0.172905,26.1497
20.9279,24.412,26.1026
20.9648,52.6196,23.3703
20.8656,57.1886,25.4714
22.9116,51.681,27.823
25.0665,0.0773489,22.2193
25.3516,54.036,21.7788
27.2587,29.7019,19.1502
28.3365,27.0005,20.5419
$13
17.9653,5.07793,25.9245
20.7005,0.172905,26.1497
20.9266,24.0882,26.0891
20.9626,52.2255,23.3433
20.8808,56.8235,25.4458
22.8853,51.2905,27.8232
25.0665,0.0773489,22.2193
25.3527,53.6529,21.7509
27.2679,29.3603,19.1622
28.312,26.6057,20.5163
$14
17.9629,4.72465,25.9076
20.7005,0.172905,26.1497
20.9252,23.7644,26.0756
20.9605,51.8314,23.3164
20.896,56.4583,25.4202
22.8589,50.9001,27.8235
25.0665,0.0773489,22.2193
25.3539,53.2698,21.7229
27.2771,29.0187,19.1743
28.2874,26.2109,20.4907
$15
17.9604,4.37138,25.8907
20.7005,0.172905,26.1497
20.9239,23.4406,26.062
20.9584,51.4373,23.2894
20.9112,56.0932,25.3945
22.8325,50.5096,27.8238
25.0665,0.0773489,22.2193
25.355,52.8868,21.695
27.2864,28.6771,19.1864
28.2629,25.8161,20.4652
$16
17.9579,4.0181,25.8739
